source,target,value,year
KOR_E,CHN,49763175.46,2004
KOR_E,DEU,8334231.644,2004
KOR_E,EUN,38307681.64,2004
KOR_E,FRA,2707633.86,2004
KOR_E,GBR,5515983.001,2004
KOR_E,IDN,3677739.652,2004
KOR_E,IND,3631977.756,2004
KOR_E,ITA,3407536.409,2004
KOR_E,JPN,21701329.91,2004
KOR_E,MEX,2993948.862,2004
KOR_E,RUS,2339328.688,2004
KOR_E,SAU,1708142.864,2004
KOR_E,TUR,2356220.789,2004
KOR_E,USA,43026562.2,2004
KOR_E,ZAF,959433.487,2004
MEX_E,ARG,417487.395,2004
MEX_E,AUS,164487.752,2004
MEX_E,BRA,572642.685,2004
MEX_E,CAN,2780862.821,2004
MEX_E,CHN,473737.978,2004
MEX_E,DEU,1921905.247,2004
MEX_E,EUN,8601295.647,2004
MEX_E,FRA,411679.726,2004
MEX_E,GBR,773099.126,2004
MEX_E,IDN,14351.691,2004
MEX_E,IND,441013.957,2004
MEX_E,ITA,217924.273,2004
MEX_E,JPN,544332.032,2004
MEX_E,KOR,110780.214,2004
MEX_E,RUS,12914.321,2004
MEX_E,SAU,12870.615,2004
MEX_E,TUR,17173.526,2004
MEX_E,USA,166533178.2,2004
MEX_E,ZAF,22874.243,2004
RUS_E,ARG,37236.643,2004
RUS_E,AUS,21848.434,2004
RUS_E,BRA,368603.157,2004
RUS_E,CAN,500445.92,2004
RUS_E,CHN,10105068.54,2004
RUS_E,DEU,13302044.43,2004
RUS_E,EUN,105608784.4,2004
RUS_E,FRA,4424658.284,2004
RUS_E,GBR,5640218.145,2004
RUS_E,IDN,145403.827,2004
RUS_E,IND,2502042.821,2004
RUS_E,ITA,12087832.27,2004
RUS_E,JPN,3403887.816,2004
RUS_E,KOR,1963345.002,2004
RUS_E,MEX,180864.605,2004
RUS_E,SAU,138177.154,2004
RUS_E,TUR,7440237.951,2004
RUS_E,USA,6625955.25,2004
RUS_E,ZAF,9069.901,2004
SAU_E,ARG,390.667,2004
SAU_E,AUS,120931.351,2004
SAU_E,BRA,12420.015,2004
SAU_E,CAN,19414.424,2004
SAU_E,CHN,900776.593,2004
SAU_E,DEU,31533.106,2004
SAU_E,EUN,20248730.19,2004
SAU_E,FRA,26497.633,2004
SAU_E,GBR,142780.978,2004
SAU_E,IDN,84461.172,2004
SAU_E,IND,478186.197,2004
SAU_E,ITA,292997.967,2004
SAU_E,JPN,218112.006,2004
SAU_E,KOR,442180.553,2004
SAU_E,MEX,627.201,2004
SAU_E,RUS,255.467,2004
SAU_E,TUR,180237.292,2004
SAU_E,USA,449401.628,2004
SAU_E,ZAF,161048.468,2004
TUR_E,ARG,19910.306,2004
TUR_E,AUS,226777.202,2004
TUR_E,BRA,69355.258,2004
TUR_E,CAN,343896.433,2004
TUR_E,CHN,391585.394,2004
TUR_E,DEU,8745282.461,2004
TUR_E,EUN,40869222.32,2004
TUR_E,FRA,3668417.719,2004
TUR_E,GBR,5543924.406,2004
TUR_E,IDN,54118.661,2004
TUR_E,IND,136317.405,2004
TUR_E,ITA,4641198.801,2004
TUR_E,JPN,190116.694,2004
TUR_E,KOR,79623.159,2004
TUR_E,MEX,150607.569,2004
TUR_E,RUS,1859186.551,2004
TUR_E,SAU,768518.623,2004
TUR_E,USA,4848743.205,2004
TUR_E,ZAF,190113.321,2004
USA_E,ARG,3023371.891,2004
USA_E,AUS,13160634.06,2004
USA_E,BRA,12482929.27,2004
USA_E,CAN,164998657.2,2004
USA_E,CHN,32307684.4,2004
USA_E,DEU,27245703.4,2004
USA_E,EUN,198569325.3,2004
USA_E,FRA,19608458.52,2004
USA_E,GBR,31663522.44,2004
USA_E,IDN,2623068.48,2004
USA_E,IND,5308331.883,2004
USA_E,ITA,9825768.899,2004
USA_E,JPN,49662383.07,2004
USA_E,KOR,24846995.25,2004
USA_E,MEX,92977076.57,2004
USA_E,RUS,2756741.349,2004
USA_E,SAU,4689728.42,2004
USA_E,TUR,3290289.313,2004
USA_E,ZAF,2980779.888,2004
ZAF_E,ARG,60792.362,2004
ZAF_E,AUS,1026879.61,2004
ZAF_E,BRA,244609.264,2004
ZAF_E,CAN,360575.171,2004
ZAF_E,CHN,1055745.855,2004
ZAF_E,DEU,3236552.85,2004
ZAF_E,EUN,19679883.44,2004
ZAF_E,FRA,893817.525,2004
ZAF_E,GBR,4215465.293,2004
ZAF_E,IDN,162762.152,2004
ZAF_E,IND,567192.023,2004
ZAF_E,ITA,1190562.558,2004
ZAF_E,JPN,4110387.168,2004
ZAF_E,KOR,698551.981,2004
ZAF_E,MEX,128366.201,2004
ZAF_E,RUS,98039.118,2004
ZAF_E,SAU,224341.87,2004
ZAF_E,TUR,158746.358,2004
ZAF_E,USA,4689548.238,2004
ARG_E,AUS,145159.564,2005
ARG_E,BRA,6328294.321,2005
ARG_E,CAN,295016.538,2005
ARG_E,CHN,3154288.661,2005
ARG_E,DEU,800601.66,2005
ARG_E,EUN,8125598.48,2005
ARG_E,FRA,385299.815,2005
ARG_E,GBR,374544.499,2005
ARG_E,IDN,370344.796,2005
ARG_E,IND,723060.146,2005
ARG_E,ITA,983056.678,2005
ARG_E,JPN,284752.718,2005
ARG_E,KOR,344540.353,2005
ARG_E,MEX,1157631.37,2005
ARG_E,RUS,670224.095,2005
ARG_E,SAU,232867.58,2005
ARG_E,TUR,211116.976,2005
ARG_E,USA,4570411.052,2005
ARG_E,ZAF,491185.841,2005
AUS_E,ARG,118036.525,2005
AUS_E,BRA,657185.257,2005
AUS_E,CAN,1364331.413,2005
AUS_E,CHN,12302482.05,2005
AUS_E,DEU,1031911.616,2005
AUS_E,EUN,12332422.85,2005
AUS_E,FRA,879807.801,2005
AUS_E,GBR,3788420.958,2005
AUS_E,IDN,2749269.948,2005
AUS_E,IND,5322623.416,2005
AUS_E,ITA,1145249.838,2005
AUS_E,JPN,21703963.59,2005
AUS_E,KOR,8359626.573,2005
AUS_E,MEX,637343.04,2005
AUS_E,RUS,253953.498,2005
AUS_E,SAU,1468734.517,2005
AUS_E,TUR,263072.744,2005
AUS_E,USA,7069127.457,2005
AUS_E,ZAF,1424562.703,2005
BRA_E,ARG,9967855.202,2005
BRA_E,AUS,464101.221,2005
BRA_E,CAN,1948519.185,2005
BRA_E,CHN,6826868.482,2005
BRA_E,DEU,5058804.999,2005
BRA_E,EUN,29958189.67,2005
BRA_E,FRA,2566710.354,2005
BRA_E,GBR,2598579.864,2005
BRA_E,IDN,498560.654,2005
BRA_E,IND,1137748.151,2005
BRA_E,ITA,3228479.1,2005
BRA_E,JPN,3452619.654,2005
BRA_E,KOR,1896822.597,2005
BRA_E,MEX,4076225.055,2005
BRA_E,RUS,2913723.924,2005
BRA_E,SAU,1203510.918,2005
BRA_E,TUR,559332.691,2005
BRA_E,USA,22912151.6,2005
BRA_E,ZAF,1371029.86,2005
CAN_E,ARG,127732.64,2005
CAN_E,AUS,1222526.483,2005
CAN_E,BRA,877766.735,2005
CAN_E,CHN,5583863.731,2005
CAN_E,DEU,2407295.132,2005
CAN_E,EUN,21989941.93,2005
CAN_E,FRA,1863828.25,2005
CAN_E,GBR,6307493.318,2005
CAN_E,IDN,564275.675,2005
CAN_E,IND,855348.746,2005
CAN_E,ITA,1507851.653,2005
CAN_E,JPN,7410582.859,2005
CAN_E,KOR,2270757.161,2005
CAN_E,MEX,2658098.538,2005
CAN_E,RUS,423956.023,2005
CAN_E,SAU,326657.949,2005
CAN_E,TUR,378091.753,2005
CAN_E,USA,283644308.5,2005
CAN_E,ZAF,331110.67,2005
CHN_E,ARG,1324429.053,2005
CHN_E,AUS,11061500.94,2005
CHN_E,BRA,4827209.396,2005
CHN_E,CAN,11653674.56,2005
CHN_E,DEU,32527131.21,2005
CHN_E,EUN,199981048.9,2005
CHN_E,FRA,11691652.57,2005
CHN_E,GBR,18976473.58,2005
CHN_E,IDN,8350368.154,2005
CHN_E,IND,8934277.108,2005
CHN_E,ITA,11690507.12,2005
CHN_E,JPN,83986277.41,2005
CHN_E,KOR,35107775.98,2005
CHN_E,MEX,5537687.359,2005
CHN_E,RUS,13211283.27,2005
CHN_E,SAU,3824415.297,2005
CHN_E,TUR,4253725.596,2005
CHN_E,USA,163180459,2005
CHN_E,ZAF,3825965.079,2005
DEU_E,ARG,1297410,2005
DEU_E,AUS,6243205,2005
DEU_E,BRA,6814719,2005
DEU_E,CAN,6834173,2005
DEU_E,CHN,26339982,2005
DEU_E,FRA,98354819,2005
DEU_E,GBR,75159998,2005
DEU_E,IDN,1797637,2005
DEU_E,IND,5208753,2005
DEU_E,ITA,67002331,2005
DEU_E,JPN,16610514,2005
DEU_E,KOR,8805782,2005
DEU_E,MEX,7340038,2005
DEU_E,RUS,21413908,2005
DEU_E,SAU,5023655,2005
DEU_E,TUR,15887815,2005
DEU_E,USA,86050473,2005
DEU_E,ZAF,8292675,2005
EUN_E,ARG,5036938.043,2005
EUN_E,AUS,25938528.87,2005
EUN_E,BRA,19878060.58,2005
EUN_E,CAN,28873119.44,2005
EUN_E,CHN,64261778.3,2005
EUN_E,IDN,5930503.983,2005
EUN_E,IND,26389423.04,2005
EUN_E,JPN,54271586.77,2005
EUN_E,KOR,25133113.78,2005
EUN_E,MEX,20912343.68,2005
EUN_E,RUS,70398808.59,2005
EUN_E,SAU,19167968.2,2005
EUN_E,TUR,55411489.75,2005
EUN_E,USA,311448249.8,2005
EUN_E,ZAF,22343668.6,2005
FRA_E,ARG,756177.035,2005
FRA_E,AUS,3031022.671,2005
FRA_E,BRA,2772820.005,2005
FRA_E,CAN,3010954.287,2005
FRA_E,CHN,7205194.162,2005
FRA_E,DEU,63112311.08,2005
FRA_E,GBR,38237980.97,2005
FRA_E,IDN,555581.542,2005
FRA_E,IND,2286825.2,2005
FRA_E,ITA,39877082.27,2005
FRA_E,JPN,6732357.219,2005
FRA_E,KOR,2956720.256,2005
FRA_E,MEX,2062229.518,2005
FRA_E,RUS,4182567.638,2005
FRA_E,SAU,2054108.349,2005
FRA_E,TUR,5799787.691,2005
FRA_E,USA,31113171.08,2005
FRA_E,ZAF,2341953.842,2005
GBR_E,ARG,306924.531,2005
GBR_E,AUS,4955625.765,2005
GBR_E,BRA,1526679.847,2005
GBR_E,CAN,6044409.701,2005
GBR_E,CHN,5139824.281,2005
GBR_E,DEU,41794206.02,2005
GBR_E,FRA,36467378.22,2005
GBR_E,IDN,680216.404,2005
GBR_E,IND,5369974.567,2005
GBR_E,ITA,15830011.63,2005
GBR_E,JPN,7103262.222,2005
GBR_E,KOR,3073936.922,2005
GBR_E,MEX,1159366.997,2005
GBR_E,RUS,3415748.416,2005
GBR_E,SAU,2907494.258,2005
GBR_E,TUR,4046540.203,2005
GBR_E,USA,56706301.53,2005
GBR_E,ZAF,3791481.329,2005
IDN_E,ARG,119350.303,2005
IDN_E,AUS,2227607.92,2005
IDN_E,BRA,402604.341,2005
IDN_E,CAN,464347.892,2005
IDN_E,CHN,6662353.805,2005
IDN_E,DEU,1781580.473,2005
IDN_E,EUN,13523311.06,2005
IDN_E,FRA,643081.819,2005
IDN_E,GBR,1291476.712,2005
IDN_E,IND,2878347.7,2005
IDN_E,ITA,1007183.208,2005
IDN_E,JPN,18049139.74,2005
IDN_E,KOR,7085635.813,2005
IDN_E,MEX,277085.179,2005
IDN_E,RUS,244791.141,2005
IDN_E,SAU,524241.753,2005
IDN_E,TUR,565888.165,2005
IDN_E,USA,9889195.575,2005
IDN_E,ZAF,313999.066,2005
IND_E,ARG,258971.08,2005
IND_E,AUS,826594.105,2005
IND_E,BRA,969811.754,2005
IND_E,CAN,991106.837,2005
IND_E,CHN,7183792.308,2005
IND_E,DEU,3483160.508,2005
IND_E,EUN,23741281.84,2005
IND_E,FRA,2015680.07,2005
IND_E,GBR,4958861.009,2005
IND_E,IDN,1390065.915,2005
IND_E,ITA,2528081.572,2005
IND_E,JPN,2455238.945,2005
IND_E,KOR,1519552.447,2005
IND_E,MEX,405763.796,2005
IND_E,RUS,705685.224,2005
IND_E,SAU,1713419.858,2005
IND_E,TUR,929999.072,2005
IND_E,USA,16542685.1,2005
IND_E,ZAF,1404100.618,2005
ITA_E,ARG,783559.119,2005
ITA_E,AUS,3108390.643,2005
ITA_E,BRA,2502034.325,2005
ITA_E,CAN,3014192.829,2005
ITA_E,CHN,5658289.562,2005
ITA_E,DEU,48804633.92,2005
ITA_E,FRA,45521829.81,2005
ITA_E,GBR,24393365.03,2005
ITA_E,IDN,590472.319,2005
ITA_E,IND,2043744.872,2005
ITA_E,JPN,5611383.326,2005
ITA_E,KOR,2518779.379,2005
ITA_E,MEX,2617283.157,2005
ITA_E,RUS,7536237.069,2005
ITA_E,SAU,2226333.258,2005
ITA_E,TUR,7497700.22,2005
ITA_E,USA,29666491.41,2005
ITA_E,ZAF,1586342.648,2005
JPN_E,ARG,543186.73,2005
JPN_E,AUS,12418294.29,2005
JPN_E,BRA,2712565.904,2005
JPN_E,CAN,8805554.909,2005
JPN_E,CHN,80074348.39,2005
JPN_E,DEU,18646424.02,2005
JPN_E,EUN,92349691.51,2005
JPN_E,FRA,7805606.414,2005
JPN_E,GBR,15073381.42,2005
JPN_E,IDN,9214098.428,2005
JPN_E,IND,3517896.643,2005
JPN_E,ITA,5724732.994,2005
JPN_E,KOR,46629901.96,2005
JPN_E,MEX,6929765.482,2005
JPN_E,RUS,4488231.072,2005
JPN_E,SAU,4174424.096,2005
JPN_E,TUR,2174256.415,2005
JPN_E,USA,135946685.5,2005
JPN_E,ZAF,3273581.103,2005
KOR_E,ARG,309008.422,2005
KOR_E,AUS,3812063.148,2005
KOR_E,BRA,2410687.075,2005
KOR_E,CAN,3446220.251,2005
KOR_E,CHN,61914973.04,2005
KOR_E,DEU,10303910.05,2005
KOR_E,EUN,42961728.25,2005
KOR_E,FRA,3286568.414,2005
KOR_E,GBR,5338843.555,2005
KOR_E,IDN,5045580.743,2005
KOR_E,IND,4597836.954,2005
KOR_E,ITA,4296941.496,2005
KOR_E,JPN,24027420.42,2005
KOR_E,MEX,3789088.303,2005
KOR_E,RUS,3864169.912,2005
KOR_E,SAU,2093147.045,2005
KOR_E,TUR,2782024.512,2005
KOR_E,USA,41499402.45,2005
KOR_E,ZAF,1319520.597,2005
MEX_E,ARG,672286.921,2005
MEX_E,AUS,340814.116,2005
MEX_E,BRA,890235.893,2005
MEX_E,CAN,4234478.254,2005
MEX_E,CHN,1135550.504,2005
MEX_E,DEU,2288762.067,2005
MEX_E,EUN,11492152.25,2005
MEX_E,FRA,374677.8,2005
MEX_E,GBR,1188482.078,2005
MEX_E,IDN,66277.049,2005
MEX_E,IND,560770.622,2005
MEX_E,ITA,194648.606,2005
MEX_E,JPN,1469999.494,2005
MEX_E,KOR,241842.062,2005
MEX_E,RUS,28570.831,2005
MEX_E,SAU,89159.799,2005
MEX_E,TUR,42904.309,2005
MEX_E,USA,183837713,2005
MEX_E,ZAF,96421.947,2005
RUS_E,ARG,71712.855,2005
RUS_E,AUS,36007.662,2005
RUS_E,BRA,605633.978,2005
RUS_E,CAN,200426.522,2005
RUS_E,CHN,13047744.85,2005
RUS_E,DEU,19735912.58,2005
RUS_E,EUN,141571676.9,2005
RUS_E,FRA,6127752.207,2005
RUS_E,GBR,8280330.773,2005
RUS_E,IDN,202449.71,2005
RUS_E,IND,2314004.306,2005
RUS_E,ITA,19055788.02,2005
RUS_E,JPN,3740270.354,2005
RUS_E,KOR,2359156.327,2005
RUS_E,MEX,208444.891,2005
RUS_E,SAU,229516.398,2005
RUS_E,TUR,10841448.82,2005
RUS_E,USA,6366077.217,2005
RUS_E,ZAF,25241.158,2005
SAU_E,ARG,197.247,2005
SAU_E,AUS,214214.228,2005
SAU_E,BRA,18572.735,2005
SAU_E,CAN,18361.608,2005
SAU_E,CHN,1262384.935,2005
SAU_E,DEU,30408.103,2005
SAU_E,EUN,27780727.07,2005
SAU_E,FRA,30717.72,2005
SAU_E,GBR,170222.49,2005
SAU_E,IDN,101668.269,2005
SAU_E,IND,574903.34,2005
SAU_E,ITA,328986.224,2005
SAU_E,JPN,230419.462,2005
SAU_E,KOR,700612.549,2005
SAU_E,MEX,3792.538,2005
SAU_E,RUS,7856.792,2005
SAU_E,TUR,255769.067,2005
SAU_E,USA,625441.336,2005
SAU_E,ZAF,156606.56,2005
TUR_E,ARG,37798.575,2005
TUR_E,AUS,227523.17,2005
TUR_E,BRA,103457.889,2005
TUR_E,CAN,364785.511,2005
TUR_E,CHN,549763.633,2005
TUR_E,DEU,9455049.952,2005
TUR_E,EUN,44999947.93,2005
TUR_E,FRA,3805760.031,2005
TUR_E,GBR,5917162.703,2005
TUR_E,IDN,80796.815,2005
TUR_E,IND,219869.435,2005
TUR_E,ITA,5618163.755,2005
TUR_E,JPN,234227.399,2005
TUR_E,KOR,99770.845,2005
TUR_E,MEX,163671.931,2005
TUR_E,RUS,2377049.944,2005
TUR_E,SAU,962155.99,2005
TUR_E,USA,4910817.087,2005
TUR_E,ZAF,315738.879,2005
USA_E,ARG,3646906.539,2005
USA_E,AUS,14457122.45,2005
USA_E,BRA,13578201.9,2005
USA_E,CAN,183123009.6,2005
USA_E,CHN,38208472.14,2005
USA_E,DEU,29144164.79,2005
USA_E,EUN,197770472.4,2005
USA_E,FRA,20639608.66,2005
USA_E,GBR,34004890.93,2005
USA_E,IDN,3000743.701,2005
USA_E,IND,6923622.784,2005
USA_E,ITA,10540199.03,2005
USA_E,JPN,50787836.5,2005
USA_E,KOR,26111002.06,2005
USA_E,MEX,101847095.2,2005
USA_E,RUS,3676731.071,2005
USA_E,SAU,5532381.534,2005
USA_E,TUR,4082513.458,2005
USA_E,ZAF,3680278.334,2005
ZAF_E,ARG,87911.748,2005
ZAF_E,AUS,1414957.029,2005
ZAF_E,BRA,317726.531,2005
ZAF_E,CAN,352620.326,2005
ZAF_E,CHN,1368724.22,2005
ZAF_E,DEU,3329696.087,2005
ZAF_E,EUN,21493647.35,2005
ZAF_E,FRA,1068387.961,2005
ZAF_E,GBR,5000162.666,2005
ZAF_E,IDN,238373.131,2005
ZAF_E,IND,1170335.203,2005
ZAF_E,ITA,1160943.665,2005
ZAF_E,JPN,5149334.02,2005
ZAF_E,KOR,837014.432,2005
ZAF_E,MEX,146733.846,2005
ZAF_E,RUS,70165.287,2005
ZAF_E,SAU,300940.735,2005
ZAF_E,TUR,223449.015,2005
ZAF_E,USA,4893175.971,2005
ARG_E,AUS,135366.486,2006
ARG_E,BRA,8140971.732,2006
ARG_E,CAN,437450.838,2006
ARG_E,CHN,3475852.699,2006
ARG_E,DEU,1124426.957,2006
ARG_E,EUN,9302230.405,2006
ARG_E,FRA,553406.263,2006
ARG_E,GBR,490632.573,2006
ARG_E,IDN,316883.308,2006
ARG_E,IND,908613.33,2006
ARG_E,ITA,1095554.291,2006
ARG_E,JPN,398009.454,2006
ARG_E,KOR,428629.119,2006
ARG_E,MEX,1519175.242,2006
ARG_E,RUS,901390.573,2006
ARG_E,SAU,343676.615,2006
ARG_E,TUR,243528.532,2006
ARG_E,USA,4119114.845,2006
ARG_E,ZAF,916535.614,2006
AUS_E,ARG,136694.866,2006
AUS_E,BRA,672161.263,2006
AUS_E,CAN,1265176.86,2006
AUS_E,CHN,15356473.03,2006
AUS_E,DEU,1037151.576,2006
AUS_E,EUN,16435906.22,2006
AUS_E,FRA,956239.3,2006
AUS_E,GBR,6114960.461,2006
AUS_E,IDN,3323259.225,2006
AUS_E,IND,6644789.456,2006
AUS_E,ITA,1371693.614,2006
AUS_E,JPN,24446819.84,2006
AUS_E,KOR,9310297.479,2006
AUS_E,MEX,637841.488,2006
AUS_E,RUS,489836.927,2006
AUS_E,SAU,1656662.824,2006
AUS_E,TUR,318655.944,2006
AUS_E,USA,7583156.63,2006
AUS_E,ZAF,1728216.512,2006
BRA_E,ARG,11733140.81,2006
BRA_E,AUS,511757.067,2006
BRA_E,CAN,2280424.865,2006
BRA_E,CHN,8398203.752,2006
BRA_E,DEU,5686504.471,2006
BRA_E,EUN,34297848.42,2006
BRA_E,FRA,2744168.51,2006
BRA_E,GBR,2827351.445,2006
BRA_E,IDN,481943.035,2006
BRA_E,IND,938669.09,2006
BRA_E,ITA,3834803.732,2006
BRA_E,JPN,3893906.584,2006
BRA_E,KOR,1949699.039,2006
BRA_E,MEX,4455574.846,2006
BRA_E,RUS,3435715.169,2006
BRA_E,SAU,1485726.79,2006
BRA_E,TUR,590098.309,2006
BRA_E,USA,24755775.16,2006
BRA_E,ZAF,1461133.067,2006
CAN_E,ARG,146441.777,2006
CAN_E,AUS,1469086.32,2006
CAN_E,BRA,1124779.603,2006
CAN_E,CHN,6458734.967,2006
CAN_E,DEU,3139270.047,2006
CAN_E,EUN,25894147.12,2006
CAN_E,FRA,2126105.083,2006
CAN_E,GBR,8131481.287,2006
CAN_E,IDN,687292.719,2006
CAN_E,IND,1349903.431,2006
CAN_E,ITA,1591950.676,2006
CAN_E,JPN,8134267.597,2006
CAN_E,KOR,2829032.603,2006
CAN_E,MEX,3545968.028,2006
CAN_E,RUS,699236.173,2006
CAN_E,SAU,439942.225,2006
CAN_E,TUR,466124.239,2006
CAN_E,USA,296683602.5,2006
CAN_E,ZAF,507416.946,2006
CHN_E,ARG,2003896.248,2006
CHN_E,AUS,13624882.17,2006
CHN_E,BRA,7380105.731,2006
CHN_E,CAN,15516844.61,2006
CHN_E,DEU,40314598.13,2006
CHN_E,EUN,245994363.8,2006
CHN_E,FRA,13978873.75,2006
CHN_E,GBR,24163209.03,2006
CHN_E,IDN,9449711.801,2006
CHN_E,IND,14581297.37,2006
CHN_E,ITA,15977188.05,2006
CHN_E,JPN,91622673.33,2006
CHN_E,KOR,44522206.86,2006
CHN_E,MEX,8823554.228,2006
CHN_E,RUS,15832487.03,2006
CHN_E,SAU,5055833.989,2006
CHN_E,TUR,7303284.863,2006
CHN_E,USA,203801045.7,2006
CHN_E,ZAF,5767709.102,2006
DEU_E,ARG,1699438,2006
DEU_E,AUS,6900683,2006
DEU_E,BRA,7419980,2006
DEU_E,CAN,8102181,2006
DEU_E,CHN,34596026,2006
DEU_E,FRA,106705583,2006
DEU_E,GBR,81235846,2006
DEU_E,IDN,1915573,2006
DEU_E,IND,8004414,2006
DEU_E,ITA,74568764,2006
DEU_E,JPN,17424016,2006
DEU_E,KOR,10659179,2006
DEU_E,MEX,8041438,2006
DEU_E,RUS,29457553,2006
DEU_E,SAU,5846064,2006
DEU_E,TUR,18076790,2006
DEU_E,USA,98010962,2006
DEU_E,ZAF,9255811,2006
EUN_E,ARG,6135299.676,2006
EUN_E,AUS,27354941.82,2006
EUN_E,BRA,22243951.57,2006
EUN_E,CAN,32688033.29,2006
EUN_E,CHN,80063402.35,2006
EUN_E,IDN,6255933.573,2006
EUN_E,IND,30470351.78,2006
EUN_E,JPN,56241338.65,2006
EUN_E,KOR,28677907.79,2006
EUN_E,MEX,24039312.91,2006
EUN_E,RUS,91001662.25,2006
EUN_E,SAU,21969695.69,2006
EUN_E,TUR,62871480.03,2006
EUN_E,USA,335662965.2,2006
EUN_E,ZAF,24952701.32,2006
FRA_E,ARG,1017233.823,2006
FRA_E,AUS,2747016.511,2006
FRA_E,BRA,3202712.659,2006
FRA_E,CAN,3468087.884,2006
FRA_E,CHN,10148907.3,2006
FRA_E,DEU,69417315.28,2006
FRA_E,GBR,40715472.79,2006
FRA_E,IDN,565299.931,2006
FRA_E,IND,3180406.513,2006
FRA_E,ITA,43529542.07,2006
FRA_E,JPN,7152506.092,2006
FRA_E,KOR,3624171.905,2006
FRA_E,MEX,2105632.901,2006
FRA_E,RUS,5922984.141,2006
FRA_E,SAU,2293380.377,2006
FRA_E,TUR,6533477.586,2006
FRA_E,USA,33165277.33,2006
FRA_E,ZAF,2137241.121,2006
GBR_E,ARG,396989.559,2006
GBR_E,AUS,5187213.778,2006
GBR_E,BRA,1691649.944,2006
GBR_E,CAN,7159481.309,2006
GBR_E,CHN,6034543.969,2006
GBR_E,DEU,51279136.74,2006
GBR_E,FRA,54587602.75,2006
GBR_E,IDN,584611.762,2006
GBR_E,IND,5013551.559,2006
GBR_E,ITA,18096997.72,2006
GBR_E,JPN,7515739.327,2006
GBR_E,KOR,3128115,2006
GBR_E,MEX,1365817.494,2006
GBR_E,RUS,3802560.977,2006
GBR_E,SAU,3080003.305,2006
GBR_E,TUR,4572659.139,2006
GBR_E,USA,59470792.05,2006
GBR_E,ZAF,4027370.958,2006
IDN_E,ARG,164177.39,2006
IDN_E,AUS,2771276.781,2006
IDN_E,BRA,626135.557,2006
IDN_E,CAN,551006.135,2006
IDN_E,CHN,8343571.337,2006
IDN_E,DEU,2025698.161,2006
IDN_E,EUN,15478910.85,2006
IDN_E,FRA,744183.12,2006
IDN_E,GBR,1432383.827,2006
IDN_E,IND,3390790.23,2006
IDN_E,ITA,1212978.776,2006
IDN_E,JPN,21732122.93,2006
IDN_E,KOR,7693540.864,2006
IDN_E,MEX,318052.469,2006
IDN_E,RUS,273194.535,2006
IDN_E,SAU,672077.38,2006
IDN_E,TUR,724132.465,2006
IDN_E,USA,11259135.63,2006
IDN_E,ZAF,381669.467,2006
IND_E,ARG,208447.051,2006
IND_E,AUS,886630.922,2006
IND_E,BRA,1498120.976,2006
IND_E,CAN,1124705.174,2006
IND_E,CHN,7829167.581,2006
IND_E,DEU,3851692.856,2006
IND_E,EUN,28437643.71,2006
IND_E,FRA,2158615.629,2006
IND_E,GBR,5383828.828,2006
IND_E,IDN,1869806.023,2006
IND_E,ITA,3386163.996,2006
IND_E,JPN,2804219.727,2006
IND_E,KOR,2321995.142,2006
IND_E,MEX,522106.431,2006
IND_E,RUS,845710.91,2006
IND_E,SAU,2329926.861,2006
IND_E,TUR,1158087.931,2006
IND_E,USA,18705452.05,2006
IND_E,ZAF,2094445.017,2006
ITA_E,ARG,957065.071,2006
ITA_E,AUS,3176864.451,2006
ITA_E,BRA,2776739.73,2006
ITA_E,CAN,3371508.745,2006
ITA_E,CHN,7070766.604,2006
ITA_E,DEU,54863954.03,2006
ITA_E,FRA,48841489.34,2006
ITA_E,GBR,25212708.26,2006
ITA_E,IDN,728587.708,2006
ITA_E,IND,2681474.615,2006
ITA_E,JPN,5594896.647,2006
ITA_E,KOR,2750463.88,2006
ITA_E,MEX,3166703.901,2006
ITA_E,RUS,9554181.59,2006
ITA_E,SAU,3040986.341,2006
ITA_E,TUR,8327875.598,2006
ITA_E,USA,30751495.58,2006
ITA_E,ZAF,1950725.557,2006
JPN_E,ARG,663200.279,2006
JPN_E,AUS,12489136.25,2006
JPN_E,BRA,3044768.595,2006
JPN_E,CAN,9956230.383,2006
JPN_E,CHN,92769551.02,2006
JPN_E,DEU,20417587.69,2006
JPN_E,EUN,98525498.69,2006
JPN_E,FRA,7666528.623,2006
JPN_E,GBR,15211178.18,2006
JPN_E,IDN,7372338.295,2006
JPN_E,IND,4452962.959,2006
JPN_E,ITA,6427606.766,2006
JPN_E,KOR,50270020.23,2006
JPN_E,MEX,9276275.583,2006
JPN_E,RUS,7059427.81,2006
JPN_E,SAU,4642475.208,2006
JPN_E,TUR,2380743.749,2006
JPN_E,USA,147197746.5,2006
JPN_E,ZAF,4057166.889,2006
KOR_E,ARG,330936.576,2006
KOR_E,AUS,4692086.246,2006
KOR_E,BRA,3063431.715,2006
KOR_E,CAN,3620405.344,2006
KOR_E,CHN,69459176.98,2006
KOR_E,DEU,10056165.55,2006
KOR_E,EUN,51441532.21,2006
KOR_E,FRA,3506584.671,2006
KOR_E,GBR,5634713.434,2006
KOR_E,IDN,4872312.278,2006
KOR_E,IND,5532796.943,2006
KOR_E,ITA,4286258.927,2006
KOR_E,JPN,26533921.55,2006
KOR_E,MEX,6284571.287,2006
KOR_E,RUS,5179247.907,2006
KOR_E,SAU,2978298.268,2006
