source,target,year,value
ARG,MEX,2004,614810.823
ARG,RUS,2004,320452.097
ARG,SAU,2004,173728.562
ARG,TUR,2004,219663.147
ARG,USA,2004,684450.1200000001
ARG,ZAF,2004,483659.884
AUS,BRA,2004,44470.582999999984
AUS,CAN,2004,313277.64800000004
AUS,CHN,2004,-743262.9330000002
AUS,DEU,2004,-4801532.8379999995
AUS,EUN,2004,-13804327.739000002
AUS,FRA,2004,-2159897.6
AUS,GBR,2004,-705000.0189999999
AUS,IDN,2004,490222.70700000017
AUS,IND,2004,3329549.2350000003
AUS,ITA,2004,-2103689.6180000002
AUS,JPN,2004,4499460.434999999
AUS,KOR,2004,3362267.962
AUS,MEX,2004,149403.81600000002
AUS,RUS,2004,112404.82699999999
AUS,SAU,2004,1343439.875
AUS,TUR,2004,-7336.247999999992
AUS,USA,2004,-6151139.390999999
AUS,ZAF,2004,144986.77700000012
BRA,CAN,2004,491462.02500000014
BRA,CHN,2004,1764533.7650000001
BRA,DEU,2004,-1744395.989
BRA,EUN,2004,9509538.719
BRA,FRA,2004,-25299.945999999996
BRA,GBR,2004,661204.4289999998
BRA,IDN,2004,52297.85700000002
BRA,IND,2004,110279.45299999998
BRA,ITA,2004,688451.881
BRA,JPN,2004,417658.3620000002
BRA,KOR,2004,-355506.47900000005
BRA,MEX,2004,3367526.88
BRA,RUS,2004,1283383.995
BRA,SAU,2004,812348.616
BRA,TUR,2004,382905.44499999995
BRA,USA,2004,7820236.433
BRA,ZAF,2004,789207.376
CAN,CHN,2004,-3424055.012
CAN,DEU,2004,-4199332.6899999995
CAN,EUN,2004,-7039014.318
CAN,FRA,2004,-1412906.5169999998
CAN,GBR,2004,-603194.5779999997
CAN,IDN,2004,62210.629000000015
CAN,IND,2004,-198963.71500000008
CAN,ITA,2004,-1711212.495
CAN,JPN,2004,-1168424.9019999998
CAN,KOR,2004,-1678199.722
CAN,MEX,2004,-493604.4709999999
CAN,RUS,2004,-220152.233
CAN,SAU,2004,414325.834
CAN,TUR,2004,-68615.94400000002
CAN,USA,2004,85787365.949
CAN,ZAF,2004,-94688.62
CHN,DEU,2004,-2315758.182
CHN,EUN,2004,100508518.98500001
CHN,FRA,2004,3394231.357
CHN,GBR,2004,10606387.523
CHN,IDN,2004,1651689.8480000002
CHN,IND,2004,1837493.4509999994
CHN,ITA,2004,3772802.1850000005
CHN,JPN,2004,-429620.50500001013
CHN,KOR,2004,-21951615.176
CHN,MEX,2004,4499016.294
CHN,RUS,2004,-1006952.6080000009
CHN,SAU,2004,1874681.3050000002
CHN,TUR,2004,2429706.429
CHN,USA,2004,92841271.5
CHN,ZAF,2004,1896158.08
DEU,FRA,2004,31383505.243
DEU,GBR,2004,35658982.225
DEU,IDN,2004,445924.93500000006
DEU,IND,2004,1411636.2880000002
DEU,ITA,2004,17347263.475
DEU,JPN,2004,-3175171.033
DEU,KOR,2004,-389067.6440000003
DEU,MEX,2004,4151226.753
DEU,RUS,2004,5341616.574999999
DEU,SAU,2004,3770423.894
DEU,TUR,2004,5946294.539000001
DEU,USA,2004,53300079.600999996
DEU,ZAF,2004,4304427.15
EUN,IDN,2004,-7068496.74
EUN,IND,2004,930276.8029999994
EUN,JPN,2004,-39156642.499
EUN,KOR,2004,-16006817.286000002
EUN,MEX,2004,9716905.86
EUN,RUS,2004,-48248684.622
EUN,SAU,2004,-4464046.474000001
EUN,TUR,2004,9108278.372000001
EUN,USA,2004,94524965.15299997
EUN,ZAF,2004,283273.3900000006
FRA,GBR,2004,4008819.5780000016
FRA,IDN,2004,-154200.57200000004
FRA,IND,2004,42308.83200000017
FRA,ITA,2004,-4841300.800999999
FRA,JPN,2004,-1760638.9780000001
FRA,KOR,2004,-94867.79099999974
FRA,MEX,2004,1465050.726
FRA,RUS,2004,-509482.6830000002
FRA,SAU,2004,1601729.125
FRA,TUR,2004,1591894.6870000004
FRA,USA,2004,9103040.643999998
FRA,ZAF,2004,1178868.1430000002
GBR,IDN,2004,-563715.433
GBR,IND,2004,896274.1980000003
GBR,ITA,2004,-9301939.612
GBR,JPN,2004,-7865549.558000001
GBR,KOR,2004,-2771514.97
GBR,MEX,2004,374612.65899999987
GBR,RUS,2004,-2940463.6399999997
GBR,SAU,2004,2832688.829
GBR,TUR,2004,-1920007.7620000006
GBR,USA,2004,21057713.389
GBR,ZAF,2004,-761487.3949999996
IDN,IND,2004,964913.209
IDN,ITA,2004,344002.79300000006
IDN,JPN,2004,6882063.206
IDN,KOR,2004,1152440.7860000003
IDN,MEX,2004,265087.735
IDN,RUS,2004,8186.219000000012
IDN,SAU,2004,333780.616
IDN,TUR,2004,302283.337
IDN,USA,2004,6164001.464
IDN,ZAF,2004,97264.22899999999
IND,ITA,2004,500571.47699999996
IND,JPN,2004,-1196030.7419999999
IND,KOR,2004,-2661976.596
IND,MEX,2004,-79216.32799999998
IND,RUS,2004,-1870846.3739999998
IND,SAU,2004,896456.212
IND,TUR,2004,571506.054
IND,USA,2004,7796704.962
IND,ZAF,2004,324449.159
ITA,JPN,2004,-1102720.398
ITA,KOR,2004,-1122728.321
ITA,MEX,2004,2010884.0609999998
ITA,RUS,2004,-5941745.109999999
ITA,SAU,2004,1526661.841
ITA,TUR,2004,2281993.342
ITA,USA,2004,17861557.233
ITA,ZAF,2004,206464.91700000013
JPN,KOR,2004,22556072.455000002
JPN,MEX,2004,4648059.463
JPN,RUS,2004,-284495.6120000002
JPN,SAU,2004,3455466.191
JPN,TUR,2004,1724843.8890000002
JPN,USA,2004,79031507.002
JPN,ZAF,2004,-1202829.5010000002
KOR,MEX,2004,2883168.648
KOR,RUS,2004,375983.686
KOR,SAU,2004,1265962.311
KOR,TUR,2004,2276597.63
KOR,USA,2004,18179566.948000003
KOR,ZAF,2004,260881.50599999994
MEX,RUS,2004,-167950.284
MEX,SAU,2004,12243.414
MEX,TUR,2004,-133434.04299999998
MEX,USA,2004,73556101.586
MEX,ZAF,2004,-105491.958
RUS,SAU,2004,137921.687
RUS,TUR,2004,5581051.4
RUS,USA,2004,3869213.901
RUS,ZAF,2004,-88969.217
SAU,TUR,2004,-588281.331
SAU,USA,2004,-4240326.791999999
SAU,ZAF,2004,-63293.402
TUR,USA,2004,1558453.892
TUR,ZAF,2004,31366.96299999999
USA,ZAF,2004,-1708768.35
ARG,AUS,2005,27123.03900000002
ARG,BRA,2005,-3639560.880999999
ARG,CAN,2005,167283.898
ARG,CHN,2005,1829859.6079999998
ARG,DEU,2005,-496808.33999999997
ARG,EUN,2005,3088660.437000001
ARG,FRA,2005,-370877.22000000003
ARG,GBR,2005,67619.968
ARG,IDN,2005,250994.49299999996
ARG,IND,2005,464089.066
ARG,ITA,2005,199497.559
ARG,JPN,2005,-258434.012
ARG,KOR,2005,35531.93099999998
ARG,MEX,2005,485344.44900000014
ARG,RUS,2005,598511.24
ARG,SAU,2005,232670.33299999998
ARG,TUR,2005,173318.401
ARG,USA,2005,923504.5130000003
ARG,ZAF,2005,403274.093
AUS,BRA,2005,193084.03599999996
AUS,CAN,2005,141804.92999999993
AUS,CHN,2005,1240981.1109999996
AUS,DEU,2005,-5211293.384
AUS,EUN,2005,-13606106.02
AUS,FRA,2005,-2151214.87
AUS,GBR,2005,-1167204.8069999996
AUS,IDN,2005,521662.02799999993
AUS,IND,2005,4496029.311000001
AUS,ITA,2005,-1963140.8050000002
AUS,JPN,2005,9285669.305
AUS,KOR,2005,4547563.425
AUS,MEX,2005,296528.92400000006
AUS,RUS,2005,217945.836
AUS,SAU,2005,1254520.2889999999
AUS,TUR,2005,35549.57399999999
AUS,USA,2005,-7387994.9969999995
AUS,ZAF,2005,9605.673999999883
BRA,CAN,2005,1070752.4500000002
BRA,CHN,2005,1999659.0860000001
BRA,DEU,2005,-1755914.0010000002
BRA,EUN,2005,10080129.091000002
BRA,FRA,2005,-206109.65100000007
BRA,GBR,2005,1071900.017
BRA,IDN,2005,95956.31299999997
BRA,IND,2005,167936.3970000001
BRA,ITA,2005,726444.7749999999
BRA,JPN,2005,740053.75
BRA,KOR,2005,-513864.4780000001
BRA,MEX,2005,3185989.162
BRA,RUS,2005,2308089.946
BRA,SAU,2005,1184938.183
BRA,TUR,2005,455874.802
BRA,USA,2005,9333949.703000002
BRA,ZAF,2005,1053303.3290000001
CAN,CHN,2005,-6069810.831000001
CAN,DEU,2005,-4426877.868
CAN,EUN,2005,-6883177.513
CAN,FRA,2005,-1147126.037
CAN,GBR,2005,263083.6169999996
CAN,IDN,2005,99927.78300000005
CAN,IND,2005,-135758.09100000001
CAN,ITA,2005,-1506341.176
CAN,JPN,2005,-1394972.0499999998
CAN,KOR,2005,-1175463.0900000003
CAN,MEX,2005,-1576379.7159999995
CAN,RUS,2005,223529.501
CAN,SAU,2005,308296.341
CAN,TUR,2005,13306.242000000027
CAN,USA,2005,100521298.92100003
CAN,ZAF,2005,-21509.656000000017
CHN,DEU,2005,6187149.2129999995
CHN,EUN,2005,135719270.60000002
CHN,FRA,2005,4486458.408000001
CHN,GBR,2005,13836649.302000001
CHN,IDN,2005,1688014.3490000004
CHN,IND,2005,1750484.7999999989
CHN,ITA,2005,6032217.557000001
CHN,JPN,2005,3911929.025000006
CHN,KOR,2005,-26807197.056
CHN,MEX,2005,4402136.855
CHN,RUS,2005,163538.4179999996
CHN,SAU,2005,2562030.3619999997
CHN,TUR,2005,3703961.963
CHN,USA,2005,124971986.891
CHN,ZAF,2005,2457240.859
DEU,FRA,2005,35242507.923
DEU,GBR,2005,33365791.983999997
DEU,IDN,2005,16056.527000000002
DEU,IND,2005,1725592.492
DEU,ITA,2005,18197697.082000002
DEU,JPN,2005,-2035910.017000001
DEU,KOR,2005,-1498128.051000001
DEU,MEX,2005,5051275.933
DEU,RUS,2005,1677995.4219999984
DEU,SAU,2005,4993246.897
DEU,TUR,2005,6432765.048
DEU,USA,2005,56906308.215
DEU,ZAF,2005,4962978.913000001
EUN,IDN,2005,-7592807.079000001
EUN,IND,2005,2648141.2019999996
EUN,JPN,2005,-38078104.734
EUN,KOR,2005,-17828614.473
EUN,MEX,2005,9420191.428
EUN,RUS,2005,-71172868.28899999
EUN,SAU,2005,-8612758.868999999
EUN,TUR,2005,10411541.814000003
EUN,USA,2005,113677777.41500002
EUN,ZAF,2005,850021.2469999976
FRA,GBR,2005,1770602.751000002
FRA,IDN,2005,-87500.277
FRA,IND,2005,271145.1300000001
FRA,ITA,2005,-5644747.548
FRA,JPN,2005,-1073249.1950000003
FRA,KOR,2005,-329848.1579999998
FRA,MEX,2005,1687551.7179999999
FRA,RUS,2005,-1945184.5690000006
FRA,SAU,2005,2023390.629
FRA,TUR,2005,1994027.6599999997
FRA,USA,2005,10473562.419
FRA,ZAF,2005,1273565.8810000003
GBR,IDN,2005,-611260.3080000001
GBR,IND,2005,411113.5580000002
GBR,ITA,2005,-8563353.401
GBR,JPN,2005,-7970119.1959999995
GBR,KOR,2005,-2264906.633
GBR,MEX,2005,-29115.081000000006
GBR,RUS,2005,-4864582.357
GBR,SAU,2005,2737271.768
GBR,TUR,2005,-1870622.4999999995
GBR,USA,2005,22701410.601000004
GBR,ZAF,2005,-1208681.3370000003
IDN,IND,2005,1488281.7850000001
IDN,ITA,2005,416710.88899999997
IDN,JPN,2005,8835041.309
IDN,KOR,2005,2040055.0700000003
IDN,MEX,2005,210808.13
IDN,RUS,2005,42341.43100000001
IDN,SAU,2005,422573.48400000005
IDN,TUR,2005,485091.35000000003
IDN,USA,2005,6888451.874
IDN,ZAF,2005,75625.935
IND,ITA,2005,484336.7000000002
IND,JPN,2005,-1062657.6980000003
IND,KOR,2005,-3078284.507
IND,MEX,2005,-155006.826
IND,RUS,2005,-1608319.082
IND,SAU,2005,1138516.5180000002
IND,TUR,2005,710129.6370000001
IND,USA,2005,9619062.317
IND,ZAF,2005,233765.41500000004
ITA,JPN,2005,-113349.6679999996
ITA,KOR,2005,-1778162.117
ITA,MEX,2005,2422634.551
ITA,RUS,2005,-11519550.953
ITA,SAU,2005,1897347.034
ITA,TUR,2005,1879536.4649999999
ITA,USA,2005,19126292.379
ITA,ZAF,2005,425398.983
JPN,KOR,2005,22602481.536
JPN,MEX,2005,5459765.988
JPN,RUS,2005,747960.7179999999
JPN,SAU,2005,3944004.634
JPN,TUR,2005,1940029.016
JPN,USA,2005,85158848.962
JPN,ZAF,2005,-1875752.9169999994
KOR,MEX,2005,3547246.241
KOR,RUS,2005,1505013.585
KOR,SAU,2005,1392534.4959999998
KOR,TUR,2005,2682253.667
KOR,USA,2005,15388400.393999998
KOR,ZAF,2005,482506.16500000004
MEX,RUS,2005,-179874.06
MEX,SAU,2005,85367.261
MEX,TUR,2005,-120767.622
MEX,USA,2005,81990617.76599999
MEX,ZAF,2005,-50311.89899999999
RUS,SAU,2005,221659.606
RUS,TUR,2005,8464398.874
RUS,USA,2005,2689346.146
RUS,ZAF,2005,-44924.129
SAU,TUR,2005,-706386.923
SAU,USA,2005,-4906940.198
SAU,ZAF,2005,-144334.175
TUR,USA,2005,828303.6290000002
TUR,ZAF,2005,92289.864
USA,ZAF,2005,-1212897.637
ARG,AUS,2006,-1328.3800000000047
ARG,BRA,2006,-3592169.075
ARG,CAN,2006,291009.061
ARG,CHN,2006,1471956.4510000001
ARG,DEU,2006,-575011.0430000001
ARG,EUN,2006,3166930.7289999994
ARG,FRA,2006,-463827.55999999994
ARG,GBR,2006,93643.01399999997
ARG,IDN,2006,152705.918
ARG,IND,2006,700166.279
ARG,ITA,2006,138489.21999999997
ARG,JPN,2006,-265190.82499999995
ARG,KOR,2006,97692.543
ARG,MEX,2006,567020.1540000001
ARG,RUS,2006,748513.576
ARG,SAU,2006,343573.544
ARG,TUR,2006,199132.19400000002
ARG,USA,2006,-151441.15299999947
ARG,ZAF,2006,816060.48
AUS,BRA,2006,160404.19600000005
AUS,CAN,2006,-203909.45999999996
AUS,CHN,2006,1731590.858000001
AUS,DEU,2006,-5863531.424
AUS,EUN,2006,-10919035.607
AUS,FRA,2006,-1790777.211
AUS,GBR,2006,927746.6830000002
AUS,IDN,2006,551982.4440000001
AUS,IND,2006,5758158.534
AUS,ITA,2006,-1805170.8369999998
AUS,JPN,2006,11957683.586000001
AUS,KOR,2006,4618211.233
AUS,MEX,2006,199089.24700000003
AUS,RUS,2006,460705.243
AUS,SAU,2006,1448595.031
AUS,TUR,2006,29647.964000000036
AUS,USA,2006,-9252987.583
AUS,ZAF,2006,538460.2690000001
BRA,CAN,2006,1155645.2620000003
BRA,CHN,2006,1018098.0210000006
BRA,DEU,2006,-1733475.529
BRA,EUN,2006,12053896.849
BRA,FRA,2006,-458544.1490000002
BRA,GBR,2006,1135701.501
BRA,IDN,2006,-144192.52200000006
BRA,IND,2006,-559451.886
BRA,ITA,2006,1058064.0019999999
BRA,JPN,2006,849137.9889999996
BRA,KOR,2006,-1113732.6759999997
BRA,MEX,2006,3308284.385
BRA,RUS,2006,2709863.5870000003
BRA,SAU,2006,1459295.7850000001
BRA,TUR,2006,468216.79000000004
BRA,USA,2006,7778451.924000002
BRA,ZAF,2006,1059353.764
CAN,CHN,2006,-9058109.645
CAN,DEU,2006,-4962910.953
CAN,EUN,2006,-6793886.1620000005
CAN,FRA,2006,-1341982.801
CAN,GBR,2006,971999.9779999992
CAN,IDN,2006,136286.58400000003
CAN,IND,2006,225198.25699999998
CAN,ITA,2006,-1779558.0690000001
CAN,JPN,2006,-1821962.7859999994
CAN,KOR,2006,-791372.7409999999
CAN,MEX,2006,-1630255.5430000005
CAN,RUS,2006,336891.33699999994
CAN,SAU,2006,431365.713
CAN,TUR,2006,87582.10399999999
CAN,USA,2006,98464416.31400001
CAN,ZAF,2006,66903.00400000002
CHN,DEU,2006,5718572.127999999
CHN,EUN,2006,165930961.42800003
CHN,FRA,2006,3829966.4459999986
CHN,GBR,2006,18128665.058
CHN,IDN,2006,1106140.4640000006
CHN,IND,2006,6752129.786
CHN,ITA,2006,8906421.447
CHN,JPN,2006,-1146877.6899999976
CHN,KOR,2006,-24936970.123999998
CHN,MEX,2006,7135442.072000001
CHN,RUS,2006,75433.74799999967
CHN,SAU,2006,3666077.005
CHN,TUR,2006,6610247.348999999
CHN,USA,2006,152177046.444
CHN,ZAF,2006,3658952.535
DEU,FRA,2006,37288267.721
DEU,GBR,2006,29956709.259999998
DEU,IDN,2006,-110125.16100000008
DEU,IND,2006,4152721.144
DEU,ITA,2006,19704809.968999997
DEU,JPN,2006,-2993571.686999999
DEU,KOR,2006,603013.4489999991
DEU,MEX,2006,5070090.98
DEU,RUS,2006,4957736.874000002
DEU,SAU,2006,5808765.96
DEU,TUR,2006,8390555.181
DEU,USA,2006,60167535.392
DEU,ZAF,2006,5311559.921
EUN,IDN,2006,-9222977.276
EUN,IND,2006,2032708.0700000003
EUN,JPN,2006,-42284160.03300001
EUN,KOR,2006,-22763624.426000003
EUN,MEX,2006,10767803.149
EUN,RUS,2006,-88253709.96599999
EUN,SAU,2006,-7484654.380999997
EUN,TUR,2006,10199888.324000001
EUN,USA,2006,121233038.98000002
EUN,ZAF,2006,-337854.3139999993
FRA,GBR,2006,-13872129.954999998
FRA,IDN,2006,-178883.189
FRA,IND,2006,1021790.8839999996
FRA,ITA,2006,-5311947.273000002
FRA,JPN,2006,-514022.5309999995
FRA,KOR,2006,117587.2339999997
FRA,MEX,2006,1549102.633
FRA,RUS,2006,-1700864.523
FRA,SAU,2006,2272979.8189999997
FRA,TUR,2006,1929128.3279999997
FRA,USA,2006,10414342.733
FRA,ZAF,2006,875091.7639999997
GBR,IDN,2006,-847772.0650000001
GBR,IND,2006,-370277.2689999994
GBR,ITA,2006,-7115710.546999998
GBR,JPN,2006,-7695438.855
GBR,KOR,2006,-2506598.4340000004
GBR,MEX,2006,440880.38899999997
GBR,RUS,2006,-6588655.608000001
GBR,SAU,2006,2910835.423
GBR,TUR,2006,-2241641.7079999996
GBR,USA,2006,18136512.975999996
GBR,ZAF,2006,-600344.5969999996
IDN,IND,2006,1520984.207
IDN,ITA,2006,484391.0680000001
IDN,JPN,2006,14359784.634000001
IDN,KOR,2006,2821228.586
IDN,MEX,2006,271724.539
IDN,RUS,2006,86287.28199999998
IDN,SAU,2006,575195.561
IDN,TUR,2006,639183.566
IDN,USA,2006,8243887.715999999
IDN,ZAF,2006,173227.67500000002
IND,ITA,2006,704689.3809999996
IND,JPN,2006,-1648743.2319999998
IND,KOR,2006,-3210801.801
IND,MEX,2006,-158194.81000000006
IND,RUS,2006,-2079803.48
IND,SAU,2006,1599419.223
IND,TUR,2006,935845.506
IND,USA,2006,9680722.512
IND,ZAF,2006,1310891.85
ITA,JPN,2006,-832710.119
ITA,KOR,2006,-1535795.0470000003
ITA,MEX,2006,2900062.339
ITA,RUS,2006,-15548657.723000001
ITA,SAU,2006,2656271.351
ITA,TUR,2006,1575529.1780000003
ITA,USA,2006,19407570.1
ITA,ZAF,2006,603105.155
JPN,KOR,2006,23736098.681
JPN,MEX,2006,7682233.666000001
JPN,RUS,2006,2434755.341
JPN,SAU,2006,4371827.904999999
JPN,TUR,2006,2117659.405
JPN,USA,2006,91602665.73699999
JPN,ZAF,2006,-2169810.1190000004
KOR,MEX,2006,5827076.507999999
KOR,RUS,2006,2572520.4769999995
KOR,SAU,2006,2466681.399
KOR,TUR,2006,2879837.448
KOR,USA,2006,12526615.715000004
KOR,ZAF,2006,795265.812
MEX,RUS,2006,-204020.042
MEX,SAU,2006,227770.941
MEX,TUR,2006,-104486.21299999999
MEX,USA,2006,97608995.398
MEX,ZAF,2006,-53191.041
RUS,SAU,2006,267875.272
RUS,TUR,2006,11083048.734
RUS,USA,2006,4636912.890000001
RUS,ZAF,2006,-86245.45
SAU,TUR,2006,-637766.0179999999
SAU,USA,2006,-6839474.228
SAU,ZAF,2006,-97841.64000000001
TUR,USA,2006,-462752.59899999946
TUR,ZAF,2006,228842.42099999997
USA,ZAF,2006,-1824159.682
ARG,AUS,2007,114030.47399999999
ARG,BRA,2007,-3923010.2059999984
ARG,CAN,2007,139945.048
ARG,CHN,2007,1585477.9110000003
ARG,DEU,2007,-1131287.232
ARG,EUN,2007,3497415.7660000008
ARG,FRA,2007,-644011.7399999999
ARG,GBR,2007,239083.40399999998
ARG,IDN,2007,228892.04799999998
ARG,IND,2007,597139.962
ARG,ITA,2007,220275.38000000012
ARG,JPN,2007,-177463.0299999999
ARG,KOR,2007,185832.03900000005
ARG,MEX,2007,303695.83199999994
ARG,RUS,2007,524393.515
ARG,SAU,2007,354121.26200000005
ARG,TUR,2007,207327.956
ARG,USA,2007,-770506.3990000002
ARG,ZAF,2007,909183.615
AUS,BRA,2007,115052.52099999995
AUS,CAN,2007,13143.716000000015
AUS,CHN,2007,1970923.3580000028
AUS,DEU,2007,-6845878.6219999995
AUS,EUN,2007,-14398377.691999998
AUS,FRA,2007,-1959976.773
AUS,GBR,2007,-934886.3020000001
AUS,IDN,2007,-115385.78700000001
AUS,IND,2007,6719169.796
AUS,ITA,2007,-2478659.106
AUS,JPN,2007,12598601.296
AUS,KOR,2007,6615794.638
AUS,MEX,2007,-2400.3429999999935
AUS,RUS,2007,504072.783
AUS,SAU,2007,1374909.011
AUS,TUR,2007,191696.983
AUS,USA,2007,-9499426.804000001
AUS,ZAF,2007,848990.412
BRA,CAN,2007,1058568.39
BRA,CHN,2007,-621744.3809999991
BRA,DEU,2007,-2196725.4409999996
BRA,EUN,2007,15975796.244000003
BRA,FRA,2007,-690051.733
BRA,GBR,2007,1138054.8869999996
BRA,IDN,2007,-92922.51199999999
BRA,IND,2007,-942186.1900000001
BRA,ITA,2007,974299.835
BRA,JPN,2007,326016.6889999998
BRA,KOR,2007,-1432734.8150000002
BRA,MEX,2007,2249356.423
BRA,RUS,2007,2595348.204
BRA,SAU,2007,1438107.517
BRA,TUR,2007,463188.48400000005
BRA,USA,2007,3637747.069000002
BRA,ZAF,2007,1237205.333
CAN,CHN,2007,-10949715.126
CAN,DEU,2007,-5479832.09
CAN,EUN,2007,-1623842.6460000016
CAN,FRA,2007,-1066552.2859999998
CAN,GBR,2007,3879918.926
CAN,IDN,2007,356637.95999999996
CAN,IND,2007,413475.07299999986
CAN,ITA,2007,-1448457.7829999998
CAN,JPN,2007,-2199272.710999999
CAN,KOR,2007,-800455.727
CAN,MEX,2007,-2466553.7190000005
CAN,RUS,2007,652253.3420000001
CAN,SAU,2007,594510.571
CAN,TUR,2007,238479.256
CAN,USA,2007,97372953.69800001
CAN,ZAF,2007,-181761.21600000001
CHN,DEU,2007,7637713.229999997
CHN,EUN,2007,222311155.95400003
CHN,FRA,2007,8042844.015000001
CHN,GBR,2007,24085609.965
CHN,IDN,2007,3020148.416000001
CHN,IND,2007,14559401.433000002
CHN,ITA,2007,12601892.423999999
CHN,JPN,2007,-7208159.634000003
CHN,KOR,2007,-25553115.405999996
CHN,MEX,2007,9822638.248
CHN,RUS,2007,13363253.635
CHN,SAU,2007,6224311.254
CHN,TUR,2007,9444742.54
CHN,USA,2007,172156041.511
CHN,ZAF,2007,3275292.414
DEU,FRA,2007,50751241.796000004
DEU,GBR,2007,46574426.592
DEU,IDN,2007,-134899.1490000002
DEU,IND,2007,5403757.48
DEU,ITA,2007,24818128.479000002
DEU,JPN,2007,-4722735.087000001
DEU,KOR,2007,430621.34600000083
DEU,MEX,2007,4912234.845000001
DEU,RUS,2007,20150275.416
DEU,SAU,2007,7270800.746
DEU,TUR,2007,8729999.546
DEU,USA,2007,56307041.457
DEU,ZAF,2007,4658921.761
EUN,IDN,2007,-10213527.116
EUN,IND,2007,3463145.604000002
EUN,JPN,2007,-48717878.115
EUN,KOR,2007,-23257539.4
EUN,MEX,2007,12038402.196999999
EUN,RUS,2007,-79088697.00299999
EUN,SAU,2007,1851583.0899999999
EUN,TUR,2007,7502102.557999998
EUN,USA,2007,112882654.347
EUN,ZAF,2007,-2250307.593000002
FRA,GBR,2007,8140654.357000001
FRA,IDN,2007,-75921.79700000002
FRA,IND,2007,2149557.7709999997
FRA,ITA,2007,-7767788.5869999975
FRA,JPN,2007,-496996.8699999992
FRA,KOR,2007,551712.9989999998
FRA,MEX,2007,1863073.1190000002
FRA,RUS,2007,1526219.8419999992
FRA,SAU,2007,2675595.153
FRA,TUR,2007,1151457.5829999996
FRA,USA,2007,7915386.103
FRA,ZAF,2007,846571.2029999997
GBR,IDN,2007,-873308.4770000001
GBR,IND,2007,-343972.42200000025
GBR,ITA,2007,-10228127.165000003
GBR,JPN,2007,-8616187.199000001
GBR,KOR,2007,-3237792.293
GBR,MEX,2007,-29916.92699999991
GBR,RUS,2007,-4225001.873
GBR,SAU,2007,3602252.071
GBR,TUR,2007,-3828734.188000001
GBR,USA,2007,19825180.89
GBR,ZAF,2007,-565527.307
IDN,IND,2007,3065710.4749999996
IDN,ITA,2007,623091.523
IDN,JPN,2007,14572958.481
IDN,KOR,2007,1812115.9910000004
IDN,MEX,2007,318170.19899999996
IDN,RUS,2007,87151.57999999999
IDN,SAU,2007,816177.828
IDN,TUR,2007,871459.265
IDN,USA,2007,7511677.918
IDN,ZAF,2007,333801.641
IND,ITA,2007,-266326.58100000024
IND,JPN,2007,-2892503.226
IND,KOR,2007,-4137530.962
IND,MEX,2007,-486464.60900000005
IND,RUS,2007,-2109502.387
IND,SAU,2007,2156141.175
IND,TUR,2007,1344157.372
IND,USA,2007,3824691.4850000013
IND,ZAF,2007,780110.9909999999
ITA,JPN,2007,-838485.0350000001
ITA,KOR,2007,-715918.1170000001
ITA,MEX,2007,4183383.6409999994
ITA,RUS,2007,-9553225.378
ITA,SAU,2007,3702348.105
ITA,TUR,2007,2229287.5300000003
ITA,USA,2007,20585752.992
ITA,ZAF,2007,642201.7540000002
JPN,KOR,2007,27963296.091999996
JPN,MEX,2007,8338735.216
JPN,RUS,2007,3279117.749
JPN,SAU,2007,6468058.956
JPN,TUR,2007,2502494.458
JPN,USA,2007,87528847.578
JPN,ZAF,2007,-2428782.3369999994
KOR,MEX,2007,6801436.616
KOR,RUS,2007,1997914.5930000003
KOR,SAU,2007,3447276.336
KOR,TUR,2007,3935125.4510000004
KOR,USA,2007,12872664.014999997
KOR,ZAF,2007,591183.5690000001
MEX,RUS,2007,-125161.43300000002
MEX,SAU,2007,103506.572
MEX,TUR,2007,-153247.03
MEX,USA,2007,104027666.24700001
MEX,ZAF,2007,-29872.087
RUS,SAU,2007,419107.942
RUS,TUR,2007,8665791.445999999
RUS,USA,2007,630826.1129999999
RUS,ZAF,2007,-136521.074
SAU,TUR,2007,-950802.517
SAU,USA,2007,-9367108.329
SAU,ZAF,2007,-98020.25499999998
TUR,USA,2007,-2265005.181
TUR,ZAF,2007,337301.591
USA,ZAF,2007,-2325065.692
ARG,AUS,2008,63676.99799999999
ARG,BRA,2008,-4325373.146
ARG,CAN,2008,248025.68999999997
ARG,CHN,2008,1300224.3190000001
ARG,DEU,2008,-1238977.244
ARG,EUN,2008,6729532.693
ARG,FRA,2008,-488384.3040000001
ARG,GBR,2008,263538.145
ARG,IDN,2008,218652.906
ARG,IND,2008,448998.71300000005
ARG,ITA,2008,400857.699
ARG,JPN,2008,-477724.305
ARG,KOR,2008,9478.915000000037
ARG,MEX,2008,21427.509999999776
ARG,RUS,2008,229669.31000000006
ARG,SAU,2008,433766.516
ARG,TUR,2008,411504.86299999995
ARG,USA,2008,-1318655.9470000006
ARG,ZAF,2008,858795.771
AUS,BRA,2008,78687.19400000013
AUS,CAN,2008,-557686.7590000001
AUS,CHN,2008,4977917.721999999
AUS,DEU,2008,-8240871.309999999
AUS,EUN,2008,-19086892.779
AUS,FRA,2008,-3484620.642
AUS,GBR,2008,-92142.58600000013
AUS,IDN,2008,-523629.1879999996
AUS,IND,2008,10032646.583
AUS,ITA,2008,-2787866.489
AUS,JPN,2008,25435578.549000002
AUS,KOR,2008,10314462.281
