source,target,year,value
AUS,MEX,2008,-105558.19099999999
AUS,RUS,2008,851731.346
AUS,SAU,2008,1713748.6789999998
AUS,TUR,2008,474939.83200000005
AUS,USA,2008,-10735485.983000001
AUS,ZAF,2008,567070.7760000001
BRA,CAN,2008,-495005.06499999994
BRA,CHN,2008,-2287463.26
BRA,DEU,2008,-3998098.01
BRA,EUN,2008,14320281.058000006
BRA,FRA,2008,-1009391.1159999995
BRA,GBR,2008,776886.2060000002
BRA,IDN,2008,149342.78799999994
BRA,IND,2008,-2148187.603
BRA,ITA,2008,-100430.73900000006
BRA,JPN,2008,197338.96600000001
BRA,KOR,2008,-2792764.2089999993
BRA,MEX,2008,911470.2029999997
BRA,RUS,2008,2590739.6169999996
BRA,SAU,2008,2520743.985
BRA,TUR,2008,497408.36699999997
BRA,USA,2008,-2168202.1680000015
BRA,ZAF,2008,1093665.462
CAN,CHN,2008,-12276894.39
CAN,DEU,2008,-5424855.987999999
CAN,EUN,2008,-641409.2609999999
CAN,FRA,2008,-1362689.5859999997
CAN,GBR,2008,4639848.341000001
CAN,IDN,2008,719339.146
CAN,IND,2008,814545.53
CAN,ITA,2008,-1701610.1469999999
CAN,JPN,2008,-486221.43400000036
CAN,KOR,2008,-527210.5120000001
CAN,MEX,2008,-2220027.302
CAN,RUS,2008,387558.503
CAN,SAU,2008,913186.452
CAN,TUR,2008,643217.3739999998
CAN,USA,2008,110426501.55300003
CAN,ZAF,2008,378115.044
CHN,DEU,2008,8800209.541999996
CHN,EUN,2008,251662009.214
CHN,FRA,2008,10213328.508999998
CHN,GBR,2008,27007098.118
CHN,IDN,2008,5556610.579
CHN,IND,2008,21491453.873999998
CHN,ITA,2008,17217855.362000003
CHN,JPN,2008,-8768060.517999992
CHN,KOR,2008,-17456910.49800001
CHN,MEX,2008,11821730.227
CHN,RUS,2008,11928515.452999998
CHN,SAU,2008,8782093.949000001
CHN,TUR,2008,9169108.112
CHN,USA,2008,185678315.59899998
CHN,ZAF,2008,4307841.782
DEU,FRA,2008,50861601.447
DEU,GBR,2008,40583458.497
DEU,IDN,2008,151271.31999999983
DEU,IND,2008,6212431.149999999
DEU,ITA,2008,22498144.523000002
DEU,JPN,2008,-5004809.637000002
DEU,KOR,2008,2525204.115
DEU,MEX,2008,5110883.5030000005
DEU,RUS,2008,15639335.592999995
DEU,SAU,2008,7631834.293
DEU,TUR,2008,9581440.285999998
DEU,USA,2008,55668898.344
DEU,ZAF,2008,5149110.000999999
EUN,IDN,2008,-11280342.339
EUN,IND,2008,2548678.3039999977
EUN,JPN,2008,-50217671.671000004
EUN,KOR,2008,-20984753.571000002
EUN,MEX,2008,11750934.803
EUN,RUS,2008,-111221087.514
EUN,SAU,2008,-1279299.001000002
EUN,TUR,2008,12081116.871999994
EUN,USA,2008,95885358.59499997
EUN,ZAF,2008,-5530410.409999996
FRA,GBR,2008,11138531.897999994
FRA,IDN,2008,-77155.61199999996
FRA,IND,2008,1818520.3460000004
FRA,ITA,2008,-8081332.155000001
FRA,JPN,2008,-857188.4079999998
FRA,KOR,2008,764232.7459999998
FRA,MEX,2008,2739691.781
FRA,RUS,2008,-1917848.6070000008
FRA,SAU,2008,3297603.0289999996
FRA,TUR,2008,1785147.7470000004
FRA,USA,2008,7615507.357999995
FRA,ZAF,2008,976329.058
GBR,IDN,2008,-820915.6519999999
GBR,IND,2008,1183752.5359999994
GBR,ITA,2008,-10637553.849
GBR,JPN,2008,-9367399.142
GBR,KOR,2008,-1463089.4639999997
GBR,MEX,2008,-171021.79000000004
GBR,RUS,2008,-7149509.389
GBR,SAU,2008,4064048.947
GBR,TUR,2008,-3512157.8490000004
GBR,USA,2008,16109727.311000004
GBR,ZAF,2008,815198.3080000002
IDN,IND,2008,4504022.613
IDN,ITA,2008,1001219.0679999999
IDN,JPN,2008,15171014.985
IDN,KOR,2008,1183202.1780000003
IDN,MEX,2008,362814.609
IDN,RUS,2008,-273894.156
IDN,SAU,2008,962455.3760000002
IDN,TUR,2008,587189.034
IDN,USA,2008,7360569.495000001
IDN,ZAF,2008,348163.32800000004
IND,ITA,2008,-476818.1409999998
IND,JPN,2008,-4271284.49
IND,KOR,2008,-5203751.832
IND,MEX,2008,-874770.245
IND,RUS,2008,-4140268.0079999994
IND,SAU,2008,4090626.903
IND,TUR,2008,1075537.3139999998
IND,USA,2008,4067314.9959999993
IND,ZAF,2008,201425.94400000013
ITA,JPN,2008,-624806.091
ITA,KOR,2008,232764.51399999997
ITA,MEX,2008,3492947.3499999996
ITA,RUS,2008,-26623706.585999995
ITA,SAU,2008,4439418.035
ITA,TUR,2008,3041812.0250000004
ITA,USA,2008,19760699.206000004
ITA,ZAF,2008,476739.5219999999
JPN,KOR,2008,31240132.631
JPN,MEX,2008,7902990.181999999
JPN,RUS,2008,6105055.33
JPN,SAU,2008,7604994.608999999
JPN,TUR,2008,2773477.287
JPN,USA,2008,77273988.27000001
JPN,ZAF,2008,-3491884.2759999996
KOR,MEX,2008,8552344.07
KOR,RUS,2008,1960733.8760000002
KOR,SAU,2008,4604153.087
KOR,TUR,2008,3501316.083
KOR,USA,2008,13427170.729999997
KOR,ZAF,2008,-109583.02399999998
MEX,RUS,2008,-496753.338
MEX,SAU,2008,123961.09699999998
MEX,TUR,2008,-86490.62400000001
MEX,USA,2008,102300335.766
MEX,ZAF,2008,9539.524999999994
RUS,SAU,2008,456049.518
RUS,TUR,2008,21180406.075999998
RUS,USA,2008,4816406.165000001
RUS,ZAF,2008,-202693.311
SAU,TUR,2008,-1558456.7289999998
SAU,USA,2008,-11117795.784000002
SAU,ZAF,2008,-29308.607000000018
TUR,USA,2008,-5960658.527000001
TUR,ZAF,2008,741629.8879999999
USA,ZAF,2008,-1801135.1709999992
ARG,AUS,2009,83873.98499999999
ARG,BRA,2009,-1401676.3449999988
ARG,CAN,2009,330112.95399999997
ARG,CHN,2009,183567.84100000001
ARG,DEU,2009,-545702.6039999998
ARG,EUN,2009,4784821.765
ARG,FRA,2009,-505243.58599999995
ARG,GBR,2009,393547.08699999994
ARG,IDN,2009,444866.45700000005
ARG,IND,2009,400352.314
ARG,ITA,2009,682179.9380000001
ARG,JPN,2009,-114776.89900000003
ARG,KOR,2009,93505.89000000001
ARG,MEX,2009,-137549.7940000001
ARG,RUS,2009,621860.28
ARG,SAU,2009,310822.389
ARG,TUR,2009,109470.67700000001
ARG,USA,2009,-1087684.1570000001
ARG,ZAF,2009,585382.5430000001
AUS,BRA,2009,230788.07900000003
AUS,CAN,2009,-312959.01899999985
AUS,CHN,2009,12743677.476
AUS,DEU,2009,-7842137.546999999
AUS,EUN,2009,-16987642.993
AUS,FRA,2009,-2508064.098
AUS,GBR,2009,2320755.801
AUS,IDN,2009,-14095.090000000317
AUS,IND,2009,9953474.552
AUS,ITA,2009,-2484055.7860000003
AUS,JPN,2009,17845525.504
AUS,KOR,2009,7038847.800000001
AUS,MEX,2009,139575.653
AUS,RUS,2009,402945.016
AUS,SAU,2009,1130478.7
AUS,TUR,2009,-66731.657
AUS,USA,2009,-10775884.967
AUS,ZAF,2009,449073.098
BRA,CAN,2009,419888.42099999986
BRA,CHN,2009,6876401.524
BRA,DEU,2009,-4027469.9280000003
BRA,EUN,2009,6195958.070999999
BRA,FRA,2009,-597811.2739999997
BRA,GBR,2009,1018001.4529999997
BRA,IDN,2009,262163.534
BRA,IND,2009,1632568.2280000001
BRA,ITA,2009,-718472.327
BRA,JPN,2009,34608.34400000051
BRA,KOR,2009,-2653709.2730000005
BRA,MEX,2009,236386.912
BRA,RUS,2009,1781999.738
BRA,SAU,2009,1916286.378
BRA,TUR,2009,221387.614
BRA,USA,2009,-6393223.156000001
BRA,ZAF,2009,903462.581
CAN,CHN,2009,-8067290.072000001
CAN,DEU,2009,-4427616.737
CAN,EUN,2009,-3874412.324000001
CAN,FRA,2009,-1213360.1490000002
CAN,GBR,2009,3877868.2300000004
CAN,IDN,2009,324778.57500000007
CAN,IND,2009,617648.2339999999
CAN,ITA,2009,-1414377.473
CAN,JPN,2009,-663606.852
CAN,KOR,2009,-534696.997
CAN,MEX,2009,-4865221.193
CAN,RUS,2009,213882.20799999998
CAN,SAU,2009,971956.0700000001
CAN,TUR,2009,374784.36
CAN,USA,2009,48106642.245000005
CAN,ZAF,2009,1541.2829999999958
CHN,DEU,2009,-2342811.450000003
CHN,EUN,2009,184981127.784
CHN,FRA,2009,10668472.511000002
CHN,GBR,2009,23223751.341
CHN,IDN,2009,3221296.488
CHN,IND,2009,19296507.147
CHN,ITA,2009,11037765.132
CHN,JPN,2009,-11816461.990999997
CHN,KOR,2009,-33023368.770000003
CHN,MEX,2009,10091198.492
CHN,RUS,2009,844771.4149999991
CHN,SAU,2009,6666114.011999999
CHN,TUR,2009,6733238.645
CHN,USA,2009,156171510.65
CHN,ZAF,2009,1695465.7060000002
DEU,FRA,2009,44117137.919
DEU,GBR,2009,34668811.758
DEU,IDN,2009,-210988.5460000001
DEU,IND,2009,5479449.429
DEU,ITA,2009,19346850.485
DEU,JPN,2009,-1192267.2700000014
DEU,KOR,2009,2353100.637
DEU,MEX,2009,3942852.23
DEU,RUS,2009,10884389.072999999
DEU,SAU,2009,6828475.221999999
DEU,TUR,2009,6600165.445
DEU,USA,2009,36145852.081999995
DEU,ZAF,2009,4611226.686
EUN,IDN,2009,-9026035.733000001
EUN,IND,2009,2845480.402999997
EUN,JPN,2009,-31232109.255000003
EUN,KOR,2009,-15106366.124999996
EUN,MEX,2009,8181579.890999999
EUN,RUS,2009,-74951833.687
EUN,SAU,2009,10219792.795000002
EUN,TUR,2009,11309369.491000004
EUN,USA,2009,67860393.71299997
EUN,ZAF,2009,-4118458.8770000003
FRA,GBR,2009,4744113.928999998
FRA,IDN,2009,252905.92200000002
FRA,IND,2009,109953.15700000012
FRA,ITA,2009,-7696693.794999994
FRA,JPN,2009,435059.44299999997
FRA,KOR,2009,726872.4270000001
FRA,MEX,2009,1385030.06
FRA,RUS,2009,-1681485.0869999994
FRA,SAU,2009,3503477.258
FRA,TUR,2009,520146.44200000074
FRA,USA,2009,2471375.3500000015
FRA,ZAF,2009,992282.5109999999
GBR,IDN,2009,-910748.7980000001
GBR,IND,2009,-1916958.1749999998
GBR,ITA,2009,-7578831.090000002
GBR,JPN,2009,-6528899.668999999
GBR,KOR,2009,-621080.8489999999
GBR,MEX,2009,-113916.68599999999
GBR,RUS,2009,-5477959.854
GBR,SAU,2009,4059587.873
GBR,TUR,2009,-2397622.359
GBR,USA,2009,10769844.809
GBR,ZAF,2009,373114.0500000003
IDN,IND,2009,4429901.839
IDN,ITA,2009,964699.6390000001
IDN,JPN,2009,9251528.762
IDN,KOR,2009,2145328.773
IDN,MEX,2009,306785.845
IDN,RUS,2009,32927.850000000035
IDN,SAU,2009,750322.184
IDN,TUR,2009,429649.576
IDN,USA,2009,5919326.146000001
IDN,ZAF,2009,102592.07499999995
IND,ITA,2009,-453628.8620000002
IND,JPN,2009,-3122753.3540000003
IND,KOR,2009,-4241025.443
IND,MEX,2009,-579434.53
IND,RUS,2009,-4972643.1559999995
IND,SAU,2009,2676201.3880000003
IND,TUR,2009,869382.3269999999
IND,USA,2009,4499010.325000001
IND,ZAF,2009,-108036.47599999979
ITA,JPN,2009,341661.48900000006
ITA,KOR,2009,200849.93200000003
ITA,MEX,2009,1880781.0990000002
ITA,RUS,2009,-16117740.182
ITA,SAU,2009,3073798.9480000003
ITA,TUR,2009,1893741.1029999992
ITA,USA,2009,12560797.74
ITA,ZAF,2009,377049.17999999993
JPN,KOR,2009,25502270.154999997
JPN,MEX,2009,5223544.053
JPN,RUS,2009,-3977110.058
JPN,SAU,2009,5167634.164
JPN,TUR,2009,1370144.3699999999
JPN,USA,2009,48229149.37799999
JPN,ZAF,2009,-1489460.7709999997
KOR,MEX,2009,6634007.504000001
KOR,RUS,2009,-1494933.6030000001
KOR,SAU,2009,3470556.863
KOR,TUR,2009,2426078.645
KOR,USA,2009,10728870.389999997
KOR,ZAF,2009,181227.81400000013
MEX,RUS,2009,-323749.765
MEX,SAU,2009,126353.844
MEX,TUR,2009,-26369.24399999999
MEX,USA,2009,79730877.373
MEX,ZAF,2009,-37116.85799999999
RUS,SAU,2009,318935.798
RUS,TUR,2009,13195392.608
RUS,USA,2009,4126741.5369999995
RUS,ZAF,2009,16878.023000000016
SAU,TUR,2009,-1250679.401
SAU,USA,2009,-9877981.311999999
SAU,ZAF,2009,-94041.89499999999
TUR,USA,2009,-3647798.5120000006
TUR,ZAF,2009,608065.4739999999
USA,ZAF,2009,-657304.1440000003
ARG,AUS,2010,-26458.41200000001
ARG,BRA,2010,-4074287.6999999993
ARG,CAN,2010,1149436.081
ARG,CHN,2010,-316906.21199999936
ARG,DEU,2010,-1362412.2179999999
ARG,EUN,2010,2636573.262
ARG,FRA,2010,-841231.911
ARG,GBR,2010,246244.67500000005
ARG,IDN,2010,571319.129
ARG,IND,2010,945760.225
ARG,ITA,2010,340954.49100000015
ARG,JPN,2010,-1110.0879999999888
ARG,KOR,2010,-133091.76100000006
ARG,MEX,2010,-538145.638
ARG,RUS,2010,426387.77700000006
ARG,SAU,2010,299409.666
ARG,TUR,2010,20139.448999999993
ARG,USA,2010,-2727266.9129999997
ARG,ZAF,2010,774151.161
AUS,BRA,2010,857643.191
AUS,CAN,2010,-406979.311
AUS,CHN,2010,26520138.835000005
AUS,DEU,2010,-9052827.812
AUS,EUN,2010,-19104608.294
AUS,FRA,2010,-3151440.762
AUS,GBR,2010,2490841.967
AUS,IDN,2010,-113038.17600000044
AUS,IND,2010,13458542.941
AUS,ITA,2010,-2512222.232
AUS,JPN,2010,24190723.244000003
AUS,KOR,2010,12187829.022
AUS,MEX,2010,12076.095000000088
AUS,RUS,2010,730193.04
AUS,SAU,2010,1186312.837
AUS,TUR,2010,84863.76799999998
AUS,USA,2010,-11869900.763
AUS,ZAF,2010,713979.9970000001
BRA,CAN,2010,-62767.49500000011
BRA,CHN,2010,6286901.8379999995
BRA,DEU,2010,-5715151.836
BRA,EUN,2010,3680891.164999999
BRA,FRA,2010,-1117186.4309999999
BRA,GBR,2010,1320909.4229999995
BRA,IDN,2010,134247.5
BRA,IND,2010,-179133.35600000015
BRA,ITA,2010,-859459.994
BRA,JPN,2010,939342.966
BRA,KOR,2010,-3992844.044
BRA,MEX,2010,-66597.61499999976
BRA,RUS,2010,2424749.661
BRA,SAU,2010,3031832.487
BRA,TUR,2010,419402.68200000003
BRA,USA,2010,-10751108.469
BRA,ZAF,2010,597496.0829999999
CAN,CHN,2010,-9704755.855999999
CAN,DEU,2010,-5263298.161999999
CAN,EUN,2010,-3405457.916000001
CAN,FRA,2010,-1407713.3849999998
CAN,GBR,2010,7529510.457
CAN,IDN,2010,279476.7370000001
CAN,IND,2010,679241.152
CAN,ITA,2010,-1360281.5470000003
CAN,JPN,2010,-524580.659
CAN,KOR,2010,-570747.943
CAN,MEX,2010,-6483352.45
CAN,RUS,2010,274128.77800000005
CAN,SAU,2010,872919.062
CAN,TUR,2010,320551.59099999996
CAN,USA,2010,63616424.96599999
CAN,ZAF,2010,-112637.87900000002
CHN,DEU,2010,-3505651.9089999944
CHN,EUN,2010,226106310.45600003
CHN,FRA,2010,13307446.451
CHN,GBR,2010,27473269.748000003
CHN,IDN,2010,6260954.140000001
CHN,IND,2010,23473967.018999998
CHN,ITA,2010,19769599.711999997
CHN,JPN,2010,-28406794.463000014
CHN,KOR,2010,-48071492.87300001
CHN,MEX,2010,13676753.015
CHN,RUS,2010,9829030.21
CHN,SAU,2010,6800320.889
CHN,TUR,2010,9672861.853999998
CHN,USA,2010,197994249.011
CHN,ZAF,2010,2704266.2809999995
DEU,FRA,2010,35342051.518999994
DEU,GBR,2010,32607923.209999993
DEU,IDN,2010,-308080.8490000004
DEU,IND,2010,6392516.907999999
DEU,ITA,2010,19804359.875
DEU,JPN,2010,-2603908.647
DEU,KOR,2010,2964212.870000001
DEU,MEX,2010,5592484.058
DEU,RUS,2010,20075307.144
DEU,SAU,2010,7710980.641
DEU,TUR,2010,10199615.723
DEU,USA,2010,43229823.739999995
DEU,ZAF,2010,4781569.176
EUN,IDN,2010,-10135948.028
EUN,IND,2010,1008297.0979999974
EUN,JPN,2010,-31417643.709000006
EUN,KOR,2010,-15741825.075999998
EUN,MEX,2010,9731755.087000001
EUN,RUS,2010,-84007889.01799999
EUN,SAU,2010,8258387.068
EUN,TUR,2010,24493590.86800001
EUN,USA,2010,88304018.56800002
EUN,ZAF,2010,1443683.2470000014
FRA,GBR,2010,2694325.5090000033
FRA,IDN,2010,32196.48499999987
FRA,IND,2010,-1058245.2860000003
FRA,ITA,2010,-10402486.505000003
FRA,JPN,2010,1086832.9060000004
FRA,KOR,2010,1210538.8170000003
FRA,MEX,2010,1581245.816
FRA,RUS,2010,-1002738.881
FRA,SAU,2010,5178044.073
FRA,TUR,2010,2248772.0770000005
FRA,USA,2010,4150886.740000002
FRA,ZAF,2010,1319234.9980000001
GBR,IDN,2010,-1014371.9750000001
GBR,IND,2010,-224271.90000000037
GBR,ITA,2010,-9407560.432999998
GBR,JPN,2010,-7509552.3719999995
GBR,KOR,2010,-2146848.229
GBR,MEX,2010,-302014.62899999996
GBR,RUS,2010,-4361362.378
GBR,SAU,2010,4558783.301
GBR,TUR,2010,-2359558.66
GBR,USA,2010,14872750.751000002
GBR,ZAF,2010,1015017.335
IDN,IND,2010,5357956.241
IDN,ITA,2010,1541651.617
IDN,JPN,2010,9855645.718999999
IDN,KOR,2010,3677341.6339999996
IDN,MEX,2010,695244.43
IDN,RUS,2010,-55543.19400000002
IDN,SAU,2010,913230.4019999999
IDN,TUR,2010,822977.1799999999
IDN,USA,2010,7512767.439
IDN,ZAF,2010,143350.84100000001
IND,ITA,2010,-50283.84600000037
IND,JPN,2010,-4237129.9860000005
IND,KOR,2010,-7800132.595
IND,MEX,2010,-263564.507
IND,RUS,2010,-4013075.73
IND,SAU,2010,2769919.6149999998
IND,TUR,2010,1715354.6679999998
IND,USA,2010,7167651.615000002
IND,ZAF,2010,615588.4299999997
ITA,JPN,2010,-313123.9079999998
ITA,KOR,2010,-278466.5249999999
ITA,MEX,2010,2666130.1730000004
ITA,RUS,2010,-13926678.171
ITA,SAU,2010,2932948.9760000003
ITA,TUR,2010,4007259.2879999997
ITA,USA,2010,13828912.415000001
ITA,ZAF,2010,337716.36699999985
JPN,KOR,2010,34184822.92300001
JPN,MEX,2010,7651305.458000001
JPN,RUS,2010,-4467482.95
JPN,SAU,2010,6233701.332
JPN,TUR,2010,2283994.472
JPN,USA,2010,64680051.02200001
JPN,ZAF,2010,-2598043.734
KOR,MEX,2010,7916768.482
KOR,RUS,2010,-2648102.1410000008
KOR,SAU,2010,4090221.87
KOR,TUR,2010,3448605.6229999997
KOR,USA,2010,13178954.108999997
KOR,ZAF,2010,-17144.424999999814
MEX,RUS,2010,-50608.746000000014
MEX,SAU,2010,54786.820999999996
MEX,TUR,2010,-9835.337
MEX,USA,2010,107041125.762
MEX,ZAF,2010,-127387.94900000002
RUS,SAU,2010,283140.542
RUS,TUR,2010,9330463.996
RUS,USA,2010,6252308.8040000005
RUS,ZAF,2010,-232306.41599999997
SAU,TUR,2010,-1059095.1199999999
SAU,USA,2010,-9942873.844
SAU,ZAF,2010,-60037.168999999994
TUR,USA,2010,-6524734.649999999
TUR,ZAF,2010,-26042.274999999965
USA,ZAF,2010,-1910557.3170000007
ARG,AUS,2011,196339.85599999997
ARG,BRA,2011,-5384251.179000001
ARG,CAN,2011,1906809.942
ARG,CHN,2011,-2469438.943
ARG,DEU,2011,-1263317.0240000002
ARG,EUN,2011,3348179.726
ARG,FRA,2011,-1091851.236
ARG,GBR,2011,172876.29099999997
ARG,IDN,2011,1012458.3220000002
ARG,IND,2011,505889.95700000005
ARG,ITA,2011,488472.3230000001
ARG,JPN,2011,-134100.71200000006
ARG,KOR,2011,-108109.29499999993
ARG,MEX,2011,-1036853.7770000001
ARG,RUS,2011,-11553.154999999912
ARG,SAU,2011,612705.526
ARG,TUR,2011,349591.569
ARG,USA,2011,-4348521.267000001
ARG,ZAF,2011,930775.2049999998
AUS,BRA,2011,633908.5680000001
AUS,CAN,2011,-193690.5299999998
AUS,CHN,2011,39894124.034
AUS,DEU,2011,-9715940.101
AUS,EUN,2011,-22394700.392999995
AUS,FRA,2011,-4031794.2180000003
AUS,GBR,2011,865510.8559999997
AUS,IDN,2011,-16604.615999999456
AUS,IND,2011,13654548.351
AUS,ITA,2011,-2857930.308
AUS,JPN,2011,34274991.562
AUS,KOR,2011,15844993.054
AUS,MEX,2011,268457.77799999993
AUS,RUS,2011,946603.055
AUS,SAU,2011,1263199.75
AUS,TUR,2011,169771.67600000004
AUS,USA,2011,-15742229.065
AUS,ZAF,2011,840510.06
BRA,CAN,2011,387066.574
BRA,CHN,2011,12467930.573000003
BRA,DEU,2011,-6589094.911
BRA,EUN,2011,6394804.873999998
BRA,FRA,2011,-1206465.2709999997
BRA,GBR,2011,1504084.3309999998
BRA,IDN,2011,-16870.47800000012
BRA,IND,2011,-2190927.507
BRA,ITA,2011,-1174832.2259999998
BRA,JPN,2011,3265129.0090000005
BRA,KOR,2011,-7128309.191
BRA,MEX,2011,-934683.1949999998
BRA,RUS,2011,2108371.9979999997
BRA,SAU,2011,3375477.425
BRA,TUR,2011,575096.081
BRA,USA,2011,-11426570.327
BRA,ZAF,2011,866284.6449999999
CAN,CHN,2011,-8713574.195999999
CAN,DEU,2011,-6720855.189000001
CAN,EUN,2011,558184.1020000055
CAN,FRA,2011,-1086285.3599999999
CAN,GBR,2011,9522267.819000002
CAN,IDN,2011,643263.6059999999
CAN,IND,2011,714783.831
CAN,ITA,2011,-1853500.38
CAN,JPN,2011,1726265.004999999
CAN,KOR,2011,157437.25399999972
CAN,MEX,2011,-5971857.773
CAN,RUS,2011,880461.3479999999
CAN,SAU,2011,808282.4650000001
CAN,TUR,2011,387511.43799999997
CAN,USA,2011,74579040.12200001
CAN,ZAF,2011,161809.78999999998
CHN,DEU,2011,-14242574.306999996
CHN,EUN,2011,221145173.27
CHN,FRA,2011,11500464.188000001
CHN,GBR,2011,30033541.202
CHN,IDN,2011,6279939.051999997
CHN,IND,2011,33818629.676
CHN,ITA,2011,19832885.772
CHN,JPN,2011,-13766677.851999998
CHN,KOR,2011,-51264700.721
CHN,MEX,2011,18011673.294
CHN,RUS,2011,4210655.969999999
CHN,SAU,2011,8941241.34
CHN,TUR,2011,13147388.487
CHN,USA,2011,227893219.52900004
CHN,ZAF,2011,868343.3790000007
DEU,FRA,2011,42566867.03899999
DEU,GBR,2011,35263306.774000004
DEU,IDN,2011,-322646.1780000003
DEU,IND,2011,6929988.452999999
DEU,ITA,2011,17548781.69600001
DEU,JPN,2011,-2105088.416000001
DEU,KOR,2011,6846592.811999999
DEU,MEX,2011,6283765.390999999
DEU,RUS,2011,26593143.406999998
DEU,SAU,2011,9536964.092
DEU,TUR,2011,14209250.504999999
DEU,USA,2011,58904619.125
DEU,ZAF,2011,6749481.134000001
EUN,IDN,2011,-12624162.619
EUN,IND,2011,-82943.16099999845
EUN,JPN,2011,-30540598.912
EUN,KOR,2011,-5633461.612999998
EUN,MEX,2011,9618525.214000002
EUN,RUS,2011,-108088889.66
EUN,SAU,2011,-3413615.586000003
EUN,TUR,2011,33459073.474999994
EUN,USA,2011,91885798.96899998
EUN,ZAF,2011,6456569.136000004
FRA,GBR,2011,1205324.4839999974
FRA,IDN,2011,139282.8230000001
FRA,IND,2011,-1183267.8830000004
FRA,ITA,2011,-12675844.182999998
FRA,JPN,2011,883748.2690000003
FRA,KOR,2011,76164.53199999966
FRA,MEX,2011,2176254.196
FRA,RUS,2011,-476754.88599999994
FRA,SAU,2011,4358410.14
FRA,TUR,2011,2529572.9450000003
FRA,USA,2011,6191926.443
FRA,ZAF,2011,2233608.2679999997
GBR,IDN,2011,-707993.7179999999
GBR,IND,2011,-78744.91299999878
GBR,ITA,2011,-8006410.452000001
GBR,JPN,2011,-9217576.207
GBR,KOR,2011,-1444758.2880000002
GBR,MEX,2011,-631554.1019999997
GBR,RUS,2011,-2682787.024
GBR,SAU,2011,4645169.703
GBR,TUR,2011,-1845927.137
GBR,USA,2011,12823086.443999998
GBR,ZAF,2011,2925206.895
IDN,IND,2011,6935458.714
IDN,ITA,2011,2076394.9980000001
IDN,JPN,2011,15977658.797000002
IDN,KOR,2011,2824302.7919999994
IDN,MEX,2011,532022.443
IDN,RUS,2011,283760.97400000005
IDN,SAU,2011,1072995.386
IDN,TUR,2011,1125430.3250000002
IDN,USA,2011,9253468.901999999
IDN,ZAF,2011,698590.868
IND,ITA,2011,116728.76599999983
IND,JPN,2011,-5485247.929
IND,KOR,2011,-8104209.188
IND,MEX,2011,-480872.48
IND,RUS,2011,-2771802.425
IND,SAU,2011,2927127.3200000003
IND,TUR,2011,2861917.782
IND,USA,2011,15334154.800999999
IND,ZAF,2011,944065.0119999996
ITA,JPN,2011,1225611.9409999996
ITA,KOR,2011,-68567.97800000012
ITA,MEX,2011,2895453.485
ITA,RUS,2011,-14973802.808
ITA,SAU,2011,4275086.016000001
ITA,TUR,2011,5426377.65
ITA,USA,2011,16678637.056
ITA,ZAF,2011,616094.2420000001
JPN,KOR,2011,26494528.830000006
JPN,MEX,2011,7977025.373000001
JPN,RUS,2011,-2421266.7180000003
JPN,SAU,2011,6263292.867000001
JPN,TUR,2011,2774302.3729999997
JPN,USA,2011,66648678.007999994
JPN,ZAF,2011,-3308392.125
KOR,MEX,2011,8207278.450999999
KOR,RUS,2011,-3024840.637
KOR,SAU,2011,6093917.788000001
KOR,TUR,2011,4542490.1219999995
KOR,USA,2011,15160932.717
KOR,ZAF,2011,36325.94900000002
MEX,RUS,2011,-105435.20899999997
MEX,SAU,2011,114124.10800000001
MEX,TUR,2011,43073.50700000001
MEX,USA,2011,114773385.95999998
MEX,ZAF,2011,-388225.13300000003
RUS,SAU,2011,604988.924
RUS,TUR,2011,9094154.307
RUS,USA,2011,7970453.352
RUS,ZAF,2011,-188594.87799999997
SAU,TUR,2011,-1126862.5399999998
SAU,USA,2011,-11953071.787
SAU,ZAF,2011,45019.93300000002
TUR,USA,2011,-9861340.733
TUR,ZAF,2011,-46594.88300000003
USA,ZAF,2011,-1335866.273
ARG,AUS,2012,302064.89
ARG,BRA,2012,-1530065.3260000013
ARG,CAN,2012,1915210.391
ARG,CHN,2012,-2801070.3950000005
ARG,DEU,2012,-1542738.5009999997
ARG,EUN,2012,1876093.9289999995
ARG,FRA,2012,-1045808.1290000001
ARG,GBR,2012,260155.20500000007
ARG,IDN,2012,1236900.0019999999
ARG,IND,2012,683983.9990000001
ARG,ITA,2012,-171099.97200000007
ARG,JPN,2012,72399.0399999998
ARG,KOR,2012,408776.22600000014
ARG,MEX,2012,-1043262.018
ARG,RUS,2012,438126.55299999996
ARG,SAU,2012,780226.169
ARG,TUR,2012,-14460.934000000008
ARG,USA,2012,-4880965.11
ARG,ZAF,2012,824562.331
AUS,BRA,2012,520801.457
AUS,CAN,2012,-315067.16000000015
AUS,CHN,2012,38101392.716
AUS,DEU,2012,-10411903.719
AUS,EUN,2012,-24769165.128
AUS,FRA,2012,-2734237.679
AUS,GBR,2012,41760.58499999996
AUS,IDN,2012,47432.00200000033
AUS,IND,2012,9978696.094999999
AUS,ITA,2012,-3771878.206
AUS,JPN,2012,31254955.08
AUS,KOR,2012,11290496.147
AUS,MEX,2012,-176520.67499999993
AUS,RUS,2012,715528.1579999999
AUS,SAU,2012,1451181.85
AUS,TUR,2012,246871.69400000002
AUS,USA,2012,-19322478.821000002
AUS,ZAF,2012,689319.1689999999
BRA,CAN,2012,469974.966
BRA,CHN,2012,7812178.078000002
BRA,DEU,2012,-7903011.772999999
